#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_12_length_4059_cov_73.002543_component_0	420	1295	(Bla)CTX-M-15	1-876/876	===============	0/0	100.00	100.00	argannot	JQ686199:261-1136	(Bla)CTX-M-15
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_17_length_1137_cov_27.008911_component_0	213	1028	(AGly)Aph3-Ia	1-816/816	===============	0/0	100.00	99.88	argannot	HQ840942:23569-24384	(AGly)Aph3-Ia
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_19_length_713_cov_289.116041_component_0	607	713	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_21_length_655_cov_43.611742_component_0	531	637	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_24_length_543_cov_30.019231_component_0	124	225	(AGly)AadA12	691-792/792	.............==	0/0	12.88	100.00	argannot	AY665771:1-792	(AGly)AadA12
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_2_length_42624_cov_83.730075_component_0	4275	4748	(Tmt)DfrA30	1-474/474	===============	0/0	100.00	99.58	argannot	AM997279:705-1178	(Tmt)DfrA30
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_2_length_42624_cov_83.730075_component_0	4765	4821	(AGly)Aac3-Ib	1-57/531	==.............	0/0	10.73	100.00	argannot	L06157:555-1085	(AGly)Aac3-Ib
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_2_length_42624_cov_83.730075_component_0	42498	42604	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_7_length_8007_cov_86.387183_component_0	3986	5260	(Tet)TetA	1-1275/1275	===============	0/0	100.00	100.00	argannot	JX424423:94438-95712	(Tet)TetA
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_7_length_8007_cov_86.387183_component_0	5291	5941	(Tet)TetR	1-651/651	===============	0/0	100.00	100.00	argannot	HF545434:53576-54226	(Tet)TetR
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_8_length_7869_cov_166.342547_component_0	1924	2805	(Bla)KPC-2	1-882/882	===============	0/0	100.00	100.00	argannot	JN048642:127-1008	(Bla)KPC-2
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_9_length_7438_cov_29.940774_component_0	187	1026	(Sul)SulI	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539	(Sul)SulI
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_9_length_7438_cov_29.940774_component_0	6337	7242	(MLS)MphA	1-906/906	===============	0/0	100.00	100.00	argannot	DQ445270:1626-2531	(MLS)MphA
/home/murilo/plasmids2/URO_1219/contigs.fasta	NODE_9_length_7438_cov_29.940774_component_0	7312	7418	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
