#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_10_length_9486_cov_26.222032_component_0	21	127	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_10_length_9486_cov_26.222032_component_0	197	1102	(MLS)MphA	1-906/906	===============	0/0	100.00	100.00	argannot	DQ445270:1626-2531	(MLS)MphA
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_10_length_9486_cov_26.222032_component_0	6413	7252	(Sul)SulI	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539	(Sul)SulI
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_10_length_9486_cov_26.222032_component_0	7757	8536	(AGly)AadA2	1-780/780	===============	0/0	100.00	99.87	argannot	X68227:66-945	(AGly)AadA2
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_10_length_9486_cov_26.222032_component_0	8956	9453	(Tmt)DfrA12	1-498/498	===============	0/0	100.00	100.00	argannot	Z21672:310-807	(Tmt)DfrA12
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_12_length_9218_cov_36.904851_component_0	170	1045	(Bla)CTX-M-14	1-876/876	===============	0/0	100.00	100.00	argannot	AF252622:1741-2616	(Bla)CTX-M-14
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_13_length_8070_cov_33.922070_component_0	34	127	(Tmt)DfrA12	1-94/498	===............	0/0	18.88	100.00	argannot	Z21672:310-807	(Tmt)DfrA12
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_13_length_8070_cov_33.922070_component_0	135	1348	(Phe)FloR	1-1214/1215	===============	0/0	99.92	86.74	argannot	AKLJ01000508:383-1597	(Phe)FloR
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_13_length_8070_cov_33.922070_component_0	1574	2182	(Tet)TetR(G)	1-609/633	===============	0/0	96.21	98.52	argannot	S52438:113-745	(Tet)TetR(G)
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_13_length_8070_cov_33.922070_component_0	2286	3461	(Tet)TetG	1-1176/1176	===============	0/0	100.00	100.00	argannot	AF133140:757-1932	(Tet)TetG
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_13_length_8070_cov_33.922070_component_0	7166	7921	(AGly)RmtB	1-756/756	===============	0/0	100.00	100.00	argannot	AB103506:1410-2165	(AGly)RmtB
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_14_length_5927_cov_31.983448_component_0	4907	5767	(AGly)Aac3-IId	1-861/861	===============	0/0	100.00	99.88	argannot	EU022314:1-861	(AGly)Aac3-IId
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_17_length_4338_cov_101.927333_component_0	3225	4106	(Bla)KPC-2	1-882/882	===============	0/0	100.00	100.00	argannot	JN048642:127-1008	(Bla)KPC-2
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_18_length_3248_cov_110.135854_component_0	302	946	(Flq)QnrB42	1-645/645	===============	0/0	100.00	76.43	argannot	JN680743:1-645	(Flq)QnrB42
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_19_length_2781_cov_105.985682_component_0	109	714	(AGly)Aac6-Ib	1-606/606	===============	0/0	100.00	99.67	argannot	M21682:380-985	(AGly)Aac6-Ib
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_19_length_2781_cov_105.985682_component_0	771	1572	(AGly)AadA1-pm	27-831/831	========/======	1/3	96.51	99.38	argannot	JQ690540:7968-8798	(AGly)AadA1-pm
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_19_length_2781_cov_105.985682_component_0	1617	2456	(Bla)OXA-9	1-840/840	===============	0/0	100.00	100.00	argannot	NC_015515:451-1290	(Bla)OXA-9
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_1_length_65767_cov_25.942063_component_0	4758	5417	(Phe)CatA1	1-660/660	===============	0/0	100.00	99.85	argannot	V00622:244-903	(Phe)CatA1
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_21_length_2376_cov_110.080480_component_0	1273	2148	(Bla)CTX-M-8	1-876/876	===============	0/0	100.00	100.00	argannot	AF189721:274-1119	(Bla)CTX-M-8
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_21_length_2376_cov_110.080480_component_0	2251	2357	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_23_length_1969_cov_30.743757_component_0	338	1243	(MLS)Erm42	1-906/906	===============	0/0	100.00	99.67	argannot	FR734406:1-906	(MLS)Erm42
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_23_length_1969_cov_30.743757_component_0	1842	1949	(Phe)CatB4	442-549/549	............===	0/0	19.67	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_26_length_1293_cov_21.415952_component_0	20	126	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_26_length_1293_cov_21.415952_component_0	264	1079	(AGly)Aph3-Ia	1-816/816	===============	0/0	100.00	99.88	argannot	HQ840942:23569-24384	(AGly)Aph3-Ia
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_30_length_1108_cov_159.732926_component_0	109	969	(Bla)TEM-150	1-861/861	===============	0/0	100.00	99.88	argannot	AM183304:209-1069	(Bla)TEM-150
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_35_length_713_cov_454.583618_component_0	1	107	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_88/contigs.fasta	NODE_37_length_655_cov_35.791667_component_0	19	125	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
