#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_10_length_24471_cov_12.107624_component_0	19036	19695	(Phe)CatA1	1-660/660	===============	0/0	100.00	99.85	argannot	V00622:244-903	(Phe)CatA1
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_15_length_11410_cov_23.271825_component_0	53	162	(Phe)CatB4	440-549/549	............===	0/0	20.04	99.09	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_20_length_9216_cov_19.216856_component_0	8174	9049	(Bla)CTX-M-14	1-876/876	===============	0/0	100.00	100.00	argannot	AF252622:1741-2616	(Bla)CTX-M-14
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_25_length_8069_cov_14.931377_component_0	34	127	(Tmt)DfrA12	1-94/498	===............	0/0	18.88	100.00	argannot	Z21672:310-807	(Tmt)DfrA12
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_25_length_8069_cov_14.931377_component_0	135	1348	(Phe)FloR	1-1214/1215	===============	0/0	99.92	86.74	argannot	AKLJ01000508:383-1597	(Phe)FloR
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_25_length_8069_cov_14.931377_component_0	1574	2182	(Tet)TetR(G)	1-609/633	===============	0/0	96.21	98.52	argannot	S52438:113-745	(Tet)TetR(G)
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_25_length_8069_cov_14.931377_component_0	2286	3461	(Tet)TetG	1-1176/1176	===============	0/0	100.00	100.00	argannot	AF133140:757-1932	(Tet)TetG
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_25_length_8069_cov_14.931377_component_0	7166	7921	(AGly)RmtB	1-756/756	===============	0/0	100.00	100.00	argannot	AB103506:1410-2165	(AGly)RmtB
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_30_length_6359_cov_28.724005_component_0	6232	6339	(Phe)CatB4	442-549/549	............===	0/0	19.67	99.07	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_38_length_5248_cov_11.476274_component_0	2175	3014	(Sul)SulI	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539	(Sul)SulI
