#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_13_length_98602_cov_29.070394_component_0	97091	98281	(Bla)beta-lactamase_class-C	1-1191/1191	===============	0/0	100.00	97.40	argannot	NC_010410:1184557-1185747	(Bla)beta-lactamase_class-C
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_17_length_83113_cov_9.988106_component_0	73431	74312	(Bla)KPC-2	1-882/882	===============	0/0	100.00	100.00	argannot	JN048642:127-1008	(Bla)KPC-2
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_26_length_51846_cov_33.888262_component_0	38481	39443	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.65	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_28_length_50319_cov_32.423952_component_0	155	976	(Bla)OXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)OXA-23
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_50_length_12864_cov_137.324331_component_3	2397	3872	(MLS)MsrE	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)MsrE
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_50_length_12864_cov_137.324331_component_3	3928	4812	(MLS)MphE	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)MphE
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_54_length_6259_cov_11.831539_component_0	1453	2103	(Tet)TetR	1-651/651	===============	0/0	100.00	100.00	argannot	HF545434:53576-54226	(Tet)TetR
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_54_length_6259_cov_11.831539_component_0	2134	3408	(Tet)TetA	1-1275/1275	===============	0/0	100.00	100.00	argannot	JX424423:94438-95712	(Tet)TetA
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_54_length_6259_cov_11.831539_component_0	6132	6239	(Phe)CatB4	442-549/549	............===	0/0	19.67	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_57_length_4546_cov_10.462095_component_0	3447	4352	(MLS)MphA	1-906/906	===============	0/0	100.00	100.00	argannot	DQ445270:1626-2531	(MLS)MphA
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_57_length_4546_cov_10.462095_component_0	4422	4528	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_59_length_4201_cov_10.497791_component_0	2596	3471	(Bla)CTX-M-15	1-876/876	===============	0/0	100.00	100.00	argannot	JQ686199:261-1136	(Bla)CTX-M-15
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_60_length_4062_cov_10.065820_component_0	21	127	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_60_length_4062_cov_10.065820_component_0	1919	1976	(AGly)Aac3-Ib	1-58/531	==.............	0/0	10.92	100.00	argannot	L06157:555-1085	(AGly)Aac3-Ib
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_60_length_4062_cov_10.065820_component_0	1981	2478	(Tmt)DfrA12	1-498/498	===============	0/0	100.00	100.00	argannot	Z21672:310-807	(Tmt)DfrA12
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_60_length_4062_cov_10.065820_component_0	2898	3677	(AGly)AadA2	1-780/780	===============	0/0	100.00	99.87	argannot	X68227:66-945	(AGly)AadA2
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_60_length_4062_cov_10.065820_component_0	3936	4042	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_61_length_2606_cov_144.219847_component_0	140	1405	PheCmlB1	1-1266/1266	===============	0/0	100.00	86.33	argannot	NG_036292:776-2041	PheCmlB1
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_65_length_1859_cov_10.498845_component_0	1	193	(AGly/Flqn)Aac6Ib-cr	327-519/519	.........======	0/0	37.19	100.00	argannot	EF636461:1124-1642	(AGly/Flqn)Aac6Ib-cr
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_65_length_1859_cov_10.498845_component_0	324	1154	(Bla)OXA-1	1-831/831	===============	0/0	100.00	100.00	argannot	JQ682867:1-831	(Bla)OXA-1
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_65_length_1859_cov_10.498845_component_0	1292	1840	(Phe)CatB4	1-549/549	===============	0/0	100.00	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_70_length_1292_cov_11.132189_component_0	20	126	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_70_length_1292_cov_11.132189_component_0	264	1079	(AGly)Aph3-Ia	1-816/816	===============	0/0	100.00	99.88	argannot	HQ840942:23569-24384	(AGly)Aph3-Ia
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_73_length_1150_cov_52.446725_component_0	220	999	(AGly)AphA6	1-780/780	===============	0/0	100.00	99.74	argannot	JF949760:695-1474	(AGly)AphA6
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_81_length_736_cov_99.791461_component_0	1	107	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_83_length_591_cov_85.993534_component_0	1	493	(AGly)Aac6-Ib	48-540/606	.=============.	0/0	81.35	100.00	argannot	M21682:380-985	(AGly)Aac6-Ib
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_86_length_379_cov_71.099206_component_0	187	379	(AGly)Aac6-Ib	414-606/606	..........=====	0/0	31.85	100.00	argannot	M21682:380-985	(AGly)Aac6-Ib
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_8_length_130522_cov_10.899421_component_0	129017	129832	(Sul)SulII	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)SulII
/home/murilo/plasmids2/MI_569/contigs.fasta	NODE_94_length_251_cov_26.991935_component_0	146	251	(Sul)SulII	1-106/816	==.............	0/0	12.99	100.00	argannot	EU360945:1617-2432	(Sul)SulII
