#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_10_length_137027_cov_31.651724_component_0	104824	105843	(Bla)BlaA1	1-1020/1020	===============	0/0	100.00	100.00	argannot	NC_010410:1803480-1804499	(Bla)BlaA1
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_133_length_136_cov_52.333333_component_0	1	59	(Phe)CatB4	491-549/549	.............==	0/0	10.75	98.31	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_1_length_667310_cov_33.396275_component_0	82389	83213	(Bla)OXA-69	1-825/825	===============	0/0	100.00	100.00	argannot	AY750911:1-825	(Bla)OXA-69
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_1_length_667310_cov_33.396275_component_0	411116	412390	(Bla)BlaA2	1-1275/1275	===============	0/0	100.00	100.00	argannot	NC_010410:2507740-2509014	(Bla)BlaA2
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_41_length_8721_cov_9.643123_component_0	1	127	(Sul)SulI	403-529/840	.......===.....	0/0	15.12	100.00	argannot	AF071413:6700-7539	(Sul)SulI
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_41_length_8721_cov_9.643123_component_0	787	2000	(Phe)FloR	1-1214/1215	===============	0/0	99.92	86.74	argannot	AKLJ01000508:383-1597	(Phe)FloR
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_41_length_8721_cov_9.643123_component_0	2226	2834	(Tet)TetR(G)	1-609/633	===============	0/0	96.21	98.52	argannot	S52438:113-745	(Tet)TetR(G)
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_41_length_8721_cov_9.643123_component_0	2938	4113	(Tet)TetG	1-1176/1176	===============	0/0	100.00	100.00	argannot	AF133140:757-1932	(Tet)TetG
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_41_length_8721_cov_9.643123_component_0	7818	8573	(AGly)RmtB	1-756/756	===============	0/0	100.00	100.00	argannot	AB103506:1410-2165	(AGly)RmtB
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_42_length_8712_cov_8.301456_component_0	19	126	(Phe)CatB4	442-549/549	............===	0/0	19.67	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_42_length_8712_cov_8.301456_component_0	725	1630	(MLS)Erm42	1-906/906	===============	0/0	100.00	99.67	argannot	FR734406:1-906	(MLS)Erm42
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_44_length_7972_cov_49.660293_component_0	7845	7952	(Phe)CatB4	442-549/549	............===	0/0	19.67	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_45_length_6907_cov_16.717109_component_0	78	184	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_45_length_6907_cov_16.717109_component_0	254	1159	(MLS)MphA	1-906/906	===============	0/0	100.00	100.00	argannot	DQ445270:1626-2531	(MLS)MphA
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_45_length_6907_cov_16.717109_component_0	6470	6907	(Sul)SulI	403-840/840	.......========	0/0	52.14	100.00	argannot	AF071413:6700-7539	(Sul)SulI
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_47_length_5767_cov_10.170922_component_0	351	1010	(Phe)CatA1	1-660/660	===============	0/0	100.00	99.85	argannot	V00622:244-903	(Phe)CatA1
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_49_length_4739_cov_61.800520_component_0	1338	1871	(AGly)Aac3-I	1-534/534	===============	0/0	100.00	99.06	argannot	X15852:1250-1783	(AGly)Aac3-I
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_49_length_4739_cov_61.800520_component_0	2905	3706	(AGly)AadA1-pm	30-831/831	===============	0/0	96.51	99.88	argannot	JQ690540:7968-8798	(AGly)AadA1-pm
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_49_length_4739_cov_61.800520_component_0	4211	4739	(Sul)SulI	1-529/840	==========.....	0/0	62.98	99.81	argannot	AF071413:6700-7539	(Sul)SulI
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_4_length_284179_cov_38.597531_component_0	11931	12893	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	100.00	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_4_length_284179_cov_38.597531_component_0	282883	284082	(Bla)beta-lactamase_class-C	1-1191/1191	========/======	1/9	100.00	96.75	argannot	NC_010410:1184557-1185747	(Bla)beta-lactamase_class-C
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_51_length_3323_cov_140.826658_component_0	99	657	(AGly)Aac6-Ib	48-606/606	.==============	0/0	92.24	100.00	argannot	M21682:380-985	(AGly)Aac6-Ib
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_51_length_3323_cov_140.826658_component_0	856	2121	PheCmlB1	1-1266/1266	===============	0/0	100.00	86.33	argannot	NG_036292:776-2041	PheCmlB1
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_55_length_1720_cov_11.399874_component_0	1596	1702	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_58_length_1555_cov_52.234594_component_0	193	1008	(AGly)Aph3''Ia	1-816/816	===============	0/0	100.00	100.00	argannot	FJ172370:38668-39483	(AGly)Aph3''Ia
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_58_length_1555_cov_52.234594_component_0	1381	1487	(Phe)CatB4	443-549/549	............===	0/0	19.49	99.06	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_61_length_1474_cov_9.340412_component_0	598	1473	(Bla)CTX-M-14	1-876/876	===============	0/0	100.00	100.00	argannot	AF252622:1741-2616	(Bla)CTX-M-14
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_6_length_204938_cov_48.703053_component_0	203963	204784	(Bla)OXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)OXA-23
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_7_length_181830_cov_29.772734_component_0	96052	96747	(Bla)Mbl	1-696/696	===============	0/0	100.00	100.00	argannot	NC_010410:c1997136-1996441	(Bla)Mbl
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_82_length_253_cov_37.500000_component_0	1	59	(Phe)CatB4	491-549/549	.............==	0/0	10.75	98.31	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_82_length_253_cov_37.500000_component_0	128	234	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_83_length_253_cov_9.880952_component_0	126	234	(Phe)CatB4	441-549/549	............===	0/0	19.85	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_775/contigs.fasta	NODE_84_length_251_cov_51.943548_component_0	127	234	(Phe)CatB4	442-549/549	............===	0/0	19.67	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
